Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-03-08 00:00:00-05:00,359.0710219126789,361.8901102789775,356.04656760662095,356.32659912109375,123149200,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,360.1818668416844,363.9717786646601,359.67778162011194,361.4140625,113633600,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,363.7664850774696,365.362722027941,362.3476109534332,363.6637878417969,109899400,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,366.1373834374629,369.32985611689054,365.67996072394084,367.35089111328125,86245000,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,365.9880335021886,367.98565782730424,365.1759137374838,367.84564208984375,64653600,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,368.0977208919714,370.300739917359,365.9507366566855,370.03936767578125,73427200,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,370.6554678400284,371.36489050741085,368.7978304984493,369.5726318359375,73722500,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,368.2844240106245,371.6356006957716,367.13623784220084,370.83282470703125,97959300,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,368.23771507922254,370.32869272760485,364.75583847059136,365.4372863769531,115349100,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,365.13574666256363,366.71849082891276,362.57899949059845,364.7611389160156,113624500,1.278,0.0,0.0
2021-03-22 00:00:00-04:00,365.276273388736,369.0598779072766,365.22008364773114,367.6737976074219,73778600,0.0,0.0,0.0
2021-03-23 00:00:00-04:00,367.0368956527284,368.4885113362142,363.9931613777038,364.77984619140625,90686600,0.0,0.0,0.0
2021-03-24 00:00:00-04:00,366.1847155376861,367.82364968651206,362.87875236928403,362.9255676269531,97588600,0.0,0.0,0.0
2021-03-25 00:00:00-04:00,361.4832266506209,365.7631632140754,359.5352208790169,364.9671325683594,116128600,0.0,0.0,0.0
2021-03-26 00:00:00-04:00,366.1190902486819,371.25130490208966,365.519723579064,370.8486022949219,114409100,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,369.36886439554,371.5697241805581,367.87977932756746,370.6612854003906,108107600,0.0,0.0,0.0
2021-03-30 00:00:00-04:00,369.3876858323405,370.3523145340844,368.0765156056449,369.6780090332031,76262200,0.0,0.0,0.0
