Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-02-01 00:00:00-05:00,308.7029249278173,313.9723729785077,306.6747333830526,312.885498046875,35646000,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,315.8549441435876,319.14467995579764,315.68995833829047,317.9898681640625,33930800,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,320.0666384394321,320.4354058966252,316.6701397138808,316.7283630371094,24824500,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,318.1257928890835,320.5615476343097,316.80599508222116,320.4742126464844,22350900,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,321.4251601198931,322.57025804077796,319.78513444713775,321.5610046386719,22732000,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,323.2496370050291,323.87069564867556,321.6096109896816,323.7154235839844,20462800,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,322.7837657777463,324.90900552724037,322.7740520206348,323.6474609375,17597500,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,325.08369204263147,325.53979442343336,319.7560513766523,322.9099426269531,28068700,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,324.4432754971066,325.09347547871727,322.29863727946594,324.6858825683594,22046100,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,323.8414956197697,326.66544444457844,322.7934464879868,326.50048828125,20346800,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,327.2962225150794,328.18902925558194,324.4528757424107,325.6174011230469,27080800,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,322.6382065694726,325.73387433759797,320.4062339586188,324.0550231933594,31360300,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,320.46452538587374,323.996868746866,318.6497997171961,322.6382751464844,32236200,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,323.98715273983385,324.1133131474082,320.2122023472819,321.23114013671875,39157700,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,316.84472019590913,318.1062646630494,312.70100358250494,312.90478515625,47256900,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,307.62576772144445,313.64243496141387,301.8031979853919,311.9732971191406,97241900,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,309.3142692413958,314.8554354832777,306.6164800801491,314.5448913574219,58206300,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,311.8859331584665,314.447848204512,302.0360632444185,303.57904052734375,110182600,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,306.50970442910506,309.67327972261444,301.68667585309566,304.85028076171875,104739800,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,309.8285265431935,314.3604381823733,308.5378703769804,314.0207824707031,49164500,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,314.6613245089224,314.7389457294992,308.73202278663166,308.98431396484375,48370000,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,307.8877364086836,308.82905292300126,299.9593548037117,300.017578125,86301100,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,299.6487739285468,302.81237886774767,291.2351496528969,295.107177734375,139131600,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,297.7273481302888,300.45424889515215,288.65386851150015,299.5517578125,121523700,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,299.0083474365051,300.89098060936055,290.6529744252727,291.07025146484375,88409800,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,298.37752507610935,304.4524143771918,297.84380147433825,302.55035400390625,80391100,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,306.8105970013308,307.1114273875891,300.9977412999346,301.6867370605469,76798100,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,306.43208837867047,310.40113598574584,305.5393110589751,308.6349792480469,53484800,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,304.57850441390707,308.81929946331877,302.18157579026837,306.1311950683594,69315600,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,306.4515006835125,309.5665666196471,304.8114748108951,309.4015808105469,42955700,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,311.5946896668349,314.61273582416214,309.66354763004716,311.0997619628906,54925900,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,308.0624110794946,314.27314497406195,306.34473439501846,312.38079833984375,78258700,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,307.4995323947075,308.4796742050071,302.35627556020404,302.8123779296875,82718100,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,302.6474505114344,305.4228906780731,300.502812392977,303.8799133300781,78446200,0.0,0.0,0.0
