Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-01 00:00:00-05:00,257.7196963932303,262.3374635439147,253.14169055369038,260.19244384765625,22914300,0.0,0.0
2021-02-02 00:00:00-05:00,262.16867372961775,266.9850361074179,261.44372671411134,265.227294921875,17320800,0.0,0.0
2021-02-03 00:00:00-05:00,263.777378298146,267.33256066235367,262.0097274435118,264.80023193359375,14223400,0.0,0.0
2021-02-04 00:00:00-05:00,265.157769593735,266.2997860181599,262.168640172673,264.641357421875,16060000,0.0,0.0
2021-02-05 00:00:00-05:00,264.94923410714415,267.3028192101267,263.82709821386266,266.240234375,12454400,0.0,0.0
2021-02-08 00:00:00-05:00,266.8857036335244,267.98798910915104,263.1617170711961,264.7307434082031,13755200,0.0,0.0
2021-02-09 00:00:00-05:00,264.59177204978135,271.49357368908437,263.9065559898149,267.5809020996094,14613400,0.0,0.0
2021-02-10 00:00:00-05:00,270.56003283147004,271.900643668277,265.86283382095326,269.9840393066406,14687200,0.0,0.0
2021-02-11 00:00:00-05:00,270.00396858253924,271.68221751277923,266.62752945048277,268.5143737792969,12828600,0.0,0.0
2021-02-12 00:00:00-05:00,268.6434160254985,269.2988413011865,266.4785457640893,268.6235656738281,9097600,0.0,0.0
2021-02-16 00:00:00-05:00,268.9214954462222,274.68128004000954,268.17669806558547,272.06951904296875,15417200,0.0,0.0
2021-02-17 00:00:00-05:00,269.3584178007569,272.0694908959175,267.7099294654533,271.6722717285156,12763200,0.0,0.0
2021-02-18 00:00:00-05:00,267.70001482832095,270.0635097465597,264.1845631303574,267.5212707519531,15249100,0.0,0.0
2021-02-19 00:00:00-05:00,267.9879548487946,268.3951142975956,258.34532202846117,259.74554443359375,25622600,0.0,0.0
2021-02-22 00:00:00-05:00,256.16064411630646,261.2451224455358,255.7435442710094,258.52410888671875,17434900,0.0,0.0
2021-02-23 00:00:00-05:00,257.6999099486897,265.604684827942,253.19140952092832,264.0157775878906,21924600,0.0,0.0
2021-02-24 00:00:00-05:00,260.5102862251556,264.5322108365345,256.5976446434324,262.4765625,15736100,0.0,0.0
2021-02-25 00:00:00-05:00,260.480444082425,265.08827150301914,252.2777481716755,252.92324829101562,19053100,0.0,0.0
2021-02-26 00:00:00-05:00,254.69091492301746,263.70791526056945,254.69091492301746,255.8329315185547,26619500,0.0,0.0
2021-03-01 00:00:00-05:00,259.01076266266045,264.8003080425841,256.1110046545927,263.0723876953125,22157300,0.0,0.0
2021-03-02 00:00:00-05:00,263.9363364333064,264.8598779371174,256.85579095898794,257.203369140625,15191700,0.0,0.0
2021-03-03 00:00:00-05:00,258.48439730307683,259.17952327480714,253.33039749890509,253.63824462890625,15513500,0.0,0.0
2021-03-04 00:00:00-05:00,254.69091645879942,264.64139866978945,251.7415175849183,255.85281372070312,31626500,0.0,0.0
2021-03-05 00:00:00-05:00,258.8618031452885,263.60864412929794,253.8368905187001,262.4467468261719,26820100,0.0,0.0
2021-03-08 00:00:00-05:00,263.7078969878338,263.7376876689268,253.28074947590162,253.5389404296875,18391800,0.0,0.0
2021-03-09 00:00:00-05:00,259.36824065418534,266.66726127339814,258.0077489120371,263.8966064453125,22039700,0.0,0.0
2021-03-10 00:00:00-05:00,266.77648503964184,267.1041825272053,261.04649157172383,263.0624084472656,14210300,0.0,0.0
2021-03-11 00:00:00-05:00,266.2501394394714,275.9722359021643,265.96217295395087,271.9801330566406,21834000,0.0,0.0
2021-03-12 00:00:00-05:00,267.2730343215098,267.86884797479286,262.1885254683939,266.53814697265625,20600200,0.0,0.0
2021-03-15 00:00:00-04:00,267.2134253470967,274.0457048286008,266.63746204114943,271.8510437011719,16844800,0.0,0.0
2021-03-16 00:00:00-04:00,274.1648374392851,280.1828274899557,272.89371792930007,277.3426513671875,22437700,0.0,0.0
2021-03-17 00:00:00-04:00,273.7974438086778,284.24448797008944,273.49953697383603,282.0398864746094,21315000,0.0,0.0
2021-03-18 00:00:00-04:00,277.92858482314426,283.2116881663582,276.3496180179357,276.687255859375,18728300,0.0,0.0
2021-03-19 00:00:00-04:00,279.2691890055399,290.76884566116183,279.2493386548787,288.0975036621094,38930500,0.0,0.0
2021-03-22 00:00:00-04:00,288.4352526829743,297.6309983947896,284.76090628596177,291.5038146972656,28273100,0.0,0.0
2021-03-23 00:00:00-04:00,291.11643012145873,295.932792026011,287.79960313612776,288.6139221191406,23000900,0.0,0.0
2021-03-24 00:00:00-04:00,288.9813236412031,289.6963301902824,279.20958767437077,280.18280029296875,18675000,0.0,0.0
2021-03-25 00:00:00-04:00,279.0309091806208,286.06178331046056,275.82330413065733,276.8064270019531,24505600,0.0,0.0
2021-03-26 00:00:00-04:00,276.3694427158467,282.5264459269405,275.84312049630233,281.05670166015625,17629200,0.0,0.0
2021-03-29 00:00:00-04:00,283.7876255653244,291.1462266275226,282.7250711018045,288.8026123046875,21718800,0.0,0.0
2021-03-30 00:00:00-04:00,287.8194588480045,290.4411599233507,284.71119686771675,286.0021667480469,17474500,0.0,0.0
2021-03-31 00:00:00-04:00,287.9784225173557,294.4432744295271,286.6079902865832,292.4869384765625,19498200,0.0,0.0
2021-04-01 00:00:00-04:00,296.33005070789403,300.3023034795974,294.54254908298094,296.5882568359375,17616000,0.0,0.0
2021-04-05 00:00:00-04:00,298.80279507741744,308.6142338487392,298.5942299891719,306.76715087890625,28237000,0.0,0.0
2021-04-06 00:00:00-04:00,306.6976181446294,309.1902163371081,303.13252508986074,304.1355285644531,17335200,0.0,0.0
2021-04-07 00:00:00-04:00,304.2149752941855,312.07010879752124,303.3808058477096,310.91815185546875,22855200,0.0,0.0
2021-04-08 00:00:00-04:00,312.6659554448147,313.6888093314046,307.8992338881179,310.8486328125,20894100,0.0,0.0
2021-04-09 00:00:00-04:00,309.23983603188884,312.55666307145435,308.1772512663788,310.29248046875,15988600,0.0,0.0
2021-04-12 00:00:00-04:00,308.89228469218745,309.9846602325345,305.7939324729359,309.37890625,10881900,0.0,0.0
2021-04-13 00:00:00-04:00,310.04422299179186,312.2488242933257,307.17428638234855,307.6112365722656,14036900,0.0,0.0
2021-04-14 00:00:00-04:00,305.16826342390004,305.8932103611847,299.8554003462069,300.7193603515625,17421400,0.0,0.0
2021-04-15 00:00:00-04:00,304.2149784475269,307.98863680837684,301.99052656720033,305.6847229003906,14558300,0.0,0.0
2021-04-16 00:00:00-04:00,306.03227702070234,306.8068650471184,302.4969444090367,304.0560607910156,13059200,0.0,0.0
2021-04-19 00:00:00-04:00,302.8942064698286,305.56554881533964,298.4750632513306,300.1434020996094,14553500,0.0,0.0
2021-04-20 00:00:00-04:00,299.89514228651615,302.9835845586107,295.1483014626396,300.5505676269531,16796400,0.0,0.0
2021-04-21 00:00:00-04:00,299.85540432541285,299.88519500510046,295.3270391776164,299.37872314453125,14863500,0.0,0.0
2021-04-22 00:00:00-04:00,299.23970504780726,300.8187021222801,293.98642281520046,294.46307373046875,16375400,0.0,0.0
2021-04-23 00:00:00-04:00,296.68755239289857,300.49097087154496,295.0887049838903,299.0411071777344,17536800,0.0,0.0
2021-04-26 00:00:00-04:00,301.235742486538,303.6786691082406,299.4680914666265,300.9378356933594,16172600,0.0,0.0
2021-04-27 00:00:00-04:00,302.1692386782204,303.2218831391314,299.0212153184825,301.46417236328125,15309300,0.0,0.0
2021-04-28 00:00:00-04:00,305.22790239647264,308.7632354064596,303.25171625001315,304.9697265625,33907200,0.0,0.0
2021-04-29 00:00:00-04:00,327.8300582774597,329.50833771236216,319.3790797282318,327.22430419921875,56526800,0.0,0.0
2021-04-30 00:00:00-04:00,323.8775953611892,327.53206008568367,322.2489574239964,322.8249206542969,26332400,0.0,0.0
2021-05-03 00:00:00-04:00,323.90743925273455,326.27090422619693,319.6074585992322,320.3423156738281,18719500,0.0,0.0
2021-05-04 00:00:00-04:00,317.80006933320976,319.9550297777541,310.9479394226379,316.1515808105469,24032600,0.0,0.0
2021-05-05 00:00:00-04:00,315.98274005728,318.8328262137328,312.30839458302705,312.834716796875,15577600,0.0,0.0
2021-05-06 00:00:00-04:00,312.33820166682153,318.0185239268124,311.09687276652534,317.800048828125,19012200,0.0,0.0
2021-05-07 00:00:00-04:00,320.143703732976,320.69981667352516,316.5388796429248,316.8665771484375,15916700,0.0,0.0
2021-05-10 00:00:00-04:00,312.1694082519749,312.3977933814333,302.7154276382799,303.8475341796875,24239200,0.0,0.0
2021-05-11 00:00:00-04:00,298.66369214112376,304.71144207096694,297.6110478036003,304.4035949707031,18920100,0.0,0.0
2021-05-12 00:00:00-04:00,299.0411306344249,302.8445494114103,296.121522359294,300.4512634277344,24645500,0.0,0.0
2021-05-13 00:00:00-04:00,303.9567447761737,306.71745902247187,300.66970829138313,303.1424560546875,18079200,0.0,0.0
2021-05-14 00:00:00-04:00,307.39275439730136,314.6520430906645,306.93592356007673,313.74835205078125,19245700,0.0,0.0
2021-05-17 00:00:00-04:00,311.3749437134494,313.49017310689794,309.4186080633365,313.2716979980469,15401300,0.0,0.0
2021-05-18 00:00:00-04:00,313.4007953447419,314.304486446428,307.66089155963004,307.8098449707031,14522400,0.0,0.0
2021-05-19 00:00:00-04:00,302.0798852044265,312.4772577066652,301.46419089388326,311.4146728515625,19106200,0.0,0.0
2021-05-20 00:00:00-04:00,311.4047347873846,317.0354162827345,310.9876652282522,316.39984130859375,17320200,0.0,0.0
2021-05-21 00:00:00-04:00,317.07517863974135,317.71072337082643,313.61930756445526,314.0364074707031,13600900,0.0,0.0
2021-05-24 00:00:00-04:00,316.00257386001584,323.6889022124441,315.82382979053284,322.3780517578125,16445400,0.0,0.0
2021-05-25 00:00:00-04:00,324.8111081200431,326.8965469654158,322.5469251665803,325.5162048339844,16437000,0.0,0.0
2021-05-26 00:00:00-04:00,326.07227039727064,327.54198436900356,323.5598220015561,325.3870544433594,9686900,0.0,0.0
2021-05-27 00:00:00-04:00,325.72472236570246,331.4646263219847,324.4933337229342,330.4417724609375,20477700,0.0,0.0
2021-05-28 00:00:00-04:00,328.7038883383271,330.56091149903165,326.05239650868407,326.44964599609375,12037400,0.0,0.0
2021-06-01 00:00:00-04:00,327.85980685651253,329.1210165064215,324.37417565975466,326.8468933105469,11765900,0.0,0.0
2021-06-02 00:00:00-04:00,328.0882083208523,329.56786271635684,324.85081275421754,326.8667297363281,11654300,0.0,0.0
2021-06-03 00:00:00-04:00,323.520083700462,325.1089906636587,321.23605077615906,323.7782897949219,12610800,0.0,0.0
2021-06-04 00:00:00-04:00,323.6392374927423,330.15372858687806,322.9242308943187,328.0583801269531,13289400,0.0,0.0
2021-06-07 00:00:00-04:00,327.1944541755547,335.347494066772,326.6482512651954,334.24517822265625,20136700,0.0,0.0
2021-06-08 00:00:00-04:00,334.36436543557863,335.95324218671897,329.93528208942485,331.36529541015625,14580500,0.0,0.0
2021-06-09 00:00:00-04:00,333.4109824352829,334.4636268555768,327.7108101624598,327.9590759277344,13727900,0.0,0.0
2021-06-10 00:00:00-04:00,328.4953491638462,331.62349184699826,326.27086722654735,330.15374755859375,13240200,0.0,0.0
2021-06-11 00:00:00-04:00,330.2729174472799,330.52118322602627,326.64824313875914,328.96209716796875,13587900,0.0,0.0
2021-06-14 00:00:00-04:00,329.5976857597547,334.48357027168373,327.5221872093391,334.43389892578125,12250800,0.0,0.0
2021-06-15 00:00:00-04:00,334.65232691277197,337.5620248503402,332.7059317076359,334.41400146484375,15795200,0.0,0.0
2021-06-16 00:00:00-04:00,334.3643653995588,335.2084448088056,326.439710773516,328.7833251953125,17232200,0.0,0.0
